brochure_dokumen_url,id,iklan,lesen_records,lat,lng,lokasi,nama,pemaju_alamat_daftar,pemaju_alamat_perniagaan,pemaju_alamat_web,pemaju_bilanganProjek,pemaju_emel,pemaju_kod_pemaju,pemaju_latest_lesen_no_lesenpermit,pemaju_latest_lesen_tarikh_luput,pemaju_latest_lesen_tarikh_mula,pemaju_mempunyaiKesalahan,pemaju_nama,pemaju_statusPemaju,pemaju_telefon,pemaju_telefon2,pjb_jenis,pjb_pindaanTempohSerahKosong,pjb_serahKosongBaharuIkutPjbPertama,pjb_serahKosongIkutPjb,pjb_tarikhPjbPertama,pjb_tempohAsal,pjb_tempohPembinaanBaharu,pjb_tempohTambahanDiluluskan,projek_daerah,projek_kod_projek,projek_nama,projek_negeri,projek_permitMula,projek_permitNo,projek_permitTamat,status_keseluruhan,status_maklumatPembangunan,status_nota,status_rows,unitSummary_bilik,unitSummary_bilikAir,unitSummary_keluasan,unitSummary_unit
https://hims.kpkt.gov.my/files/30019/P45/P45-20250514-00015948/IKLAN_BROSUR_01.pdf,30019-1,"[{""src"": ""https://hims.kpkt.gov.my/files/30019/P45/P45-20250514-00015948/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30019-1/06-2025/0053(A)-(S)"", ""mula"": ""17 Jun 2022"", ""tamat"": ""16 Jun 2025"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""30019-1/06-2025/0053(N)-(S)"", ""mula"": ""17 Jun 2022"", ""tamat"": ""16 Jun 2025"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tamat""}]",3.20245,101.726134,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI J SATIN,"62c, Jalan Ss 21/62, Damansara Utama, 47400, Petaling , Selangor","Lot 25067 Taman Melati Utama, Setapak, 53100, Kuala Lumpur, Wp Kuala Lumpur",,3,chong.yc@platinumvictory.com,30019,30019/03-2027/0018(A),20/3/2027,21/3/2022,,JAYYID LAND SDN. BHD.,Aktif,0341418899,,Jadual H,Ya,1-Feb-27,1-Aug-25,1-Aug-22,36 Bulan,54 Bulan,18 Bulan,Kuala Lumpur,30019-1,Residensi J Satin,Wp Kuala Lumpur,17/6/2025,30019-1/06-2026/0472(R)-(S),16/6/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""36"", ""bilik"": ""3"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 1064, ""hargaMin"": ""300,000.00"", ""hargaMax"": ""318,000.00"", ""peratus"": ""69.78"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""36"", ""bilik"": ""3"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 1004, ""hargaMin"": ""300,000.00"", ""hargaMax"": ""300,000.00"", ""peratus"": ""66.61"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]",3,2,0 mps,2068
https://hims.kpkt.gov.my/files/30019/30019-3/IKLAN_BROSUR_01.pdf,30019-3,"[{""src"": ""https://hims.kpkt.gov.my/files/30019/30019-3/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30019-3/09-2026/1093(N)-(S)"", ""mula"": ""29 Sep 2023"", ""tamat"": ""28 Sep 2026"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}]",3.20242,101.72604,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI J.SATIN,"62c, Jalan Ss 21/62, Damansara Utama, 47400, Petaling , Selangor","Lot 25067 Taman Melati Utama, Setapak, 53100, Kuala Lumpur, Wp Kuala Lumpur",,3,chong.yc@platinumvictory.com,30019,30019/03-2027/0018(A),20/3/2027,21/3/2022,,JAYYID LAND SDN. BHD.,Aktif,0341418899,,Jadual H,Ya,8-Dec-27,8-Dec-26,8-Dec-23,36 Bulan,48 Bulan,12 Bulan,Kuala Lumpur,30019-3,Residensi J.satin,Wp Kuala Lumpur,29/9/2023,30019-3/09-2026/1093(A)-(S),28/9/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""35"", ""bilik"": ""3"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 766, ""hargaMin"": ""300,000.00"", ""hargaMax"": ""300,000.00"", ""peratus"": ""38.83"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""35"", ""bilik"": ""3"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 766, ""hargaMin"": ""300,000.00"", ""hargaMax"": ""318,000.00"", ""peratus"": ""61.72"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]",3,2,0 mps,1532
https://hims.kpkt.gov.my/files/14035/P45/P45-20250522-00016064/IKLAN_BROSUR_01.pdf,14035-6,"[{""src"": ""https://hims.kpkt.gov.my/files/14035/P45/P45-20250522-00016064/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""14035-6/04-2028/0303(A)-(S)"", ""mula"": ""21 Apr 2025"", ""tamat"": ""20 Apr 2028"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""14035-6/04-2028/0303(N)-(S)"", ""mula"": ""21 Apr 2025"", ""tamat"": ""20 Apr 2028"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.11281,101.67493,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI KERINCHI RIA,"19-0, Level 19, Pavilion Tower, 75, Jalan Raja Chulan, 50200, Kuala Lumpur, Wp Kuala Lumpur","Level 18 & 19, Pavilion Tower, 75 Jalan Raja Chulan, 50200, Kuala Lumpur, Wp Kuala Lumpur",,6,marketing@malton.com.my,14035,14035/02-2029/0042(A),24/2/2029,25/2/2024,,KUMPULAN GAPADU SDN. BHD.,Aktif,0320882888,,Jadual H,Ya,12-Jan-29,12-Jul-28,12-Jul-25,36 Bulan,42 Bulan,6 Bulan,Kuala Lumpur,14035-6,Residensi Kerinchi Ria,Wp Kuala Lumpur,21/4/2025,14035-6/04-2028/0303(A)-(S),20/4/2028,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""38"", ""bilik"": ""3"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 336, ""hargaMin"": ""300,000.00"", ""hargaMax"": ""318,000.00"", ""peratus"": ""20.89"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]",3,2,0 mps,336
https://hims.kpkt.gov.my/files/30079/P45/P45-20250321-00015381/IKLAN_BROSUR_01.pdf,30079-1,"[{""src"": ""https://hims.kpkt.gov.my/files/30079/P45/P45-20250321-00015381/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30079-1/02-2026/0158(A)-(S)"", ""mula"": ""21 Feb 2023"", ""tamat"": ""20 Feb 2026"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""30079-1/02-2026/0158(N)-(S)"", ""mula"": ""21 Feb 2023"", ""tamat"": ""20 Feb 2026"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.174342,101.650297,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI KIARA,"9-1, 9th Floor, , Wisma Penang Garden, , 42, Jalan Sultan Ahmad Shah, , 10050, Daerah Timor Laut, Pulau Pinang","No.57, Jalan Penaga,, Bangsar, 59100, Kuala Lumpur, Wp Kuala Lumpur",https://bonestates.com,1,salesadmin@bonestates.com,30079,30079/05-2027/0078(A),19/5/2027,20/5/2022,,LAND MARKER SDN. BHD.,Aktif,0376616222,0322026566,Jadual H,Ya,12-Mar-27,12-Mar-26,12-Mar-23,36 Bulan,48 Bulan,12 Bulan,Kuala Lumpur,30079-1,Residensi Kiara,Wp Kuala Lumpur,21/2/2023,30079-1/02-2026/0158(A)-(S),20/2/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""44"", ""bilik"": ""3, 4, 5, 6"", ""tandas"": ""4, 5, 6, 7"", ""keluasan"": ""0"", ""unit"": 410, ""hargaMin"": ""1,628,000.00"", ""hargaMax"": ""5,531,900.00"", ""peratus"": ""77.26"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","3, 4, 5, 6","4, 5, 6, 7",0 mps,410
https://hims.kpkt.gov.my/files/20234/P45/P45-20250310-00015238/IKLAN_BROSUR_01.pdf,20234-1,"[{""src"": ""https://hims.kpkt.gov.my/files/20234/P45/P45-20250310-00015238/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""20234-1/02-2025/0132(A)-(S)"", ""mula"": ""10 Feb 2024"", ""tamat"": ""09 Feb 2025"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""20234-1/02-2025/0132(R)-(S)"", ""mula"": ""10 Feb 2024"", ""tamat"": ""09 Feb 2025"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""20234-1/02-2024/99(A)-(S)"", ""mula"": ""10 Feb 2022"", ""tamat"": ""09 Feb 2024"", ""tempoh"": ""24 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""20234-1/02-2024/99(P)"", ""mula"": ""10 Feb 2022"", ""tamat"": ""09 Feb 2024"", ""tempoh"": ""24 bulan"", ""is_latest"": false, ""status"": ""Tamat""}]",3.089778,101.747516,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI LAMAN SEGAR HIJAU (LSH SEGAR),"43a Cangkat Bukit Bintang, 50200, Kuala Lumpur, Wp Kuala Lumpur","Wisma Lim Seong Hai, 33, Jalan Gombak, 53000, Kuala Lumpur, Wp Kuala Lumpur",,1,-,20234,20234/02-2027/0046(A),9/2/2027,10/2/2024,,ASTANA SETIA SDN. BHD.,Aktif,,,Jadual H,Ya,28-Sep-26,28-Mar-25,28-Mar-22,36 Bulan,54 Bulan,18 Bulan,Kuala Lumpur,20234-1,Residensi Laman Segar Hijau (lsh Segar),Wp Kuala Lumpur,10/2/2025,20234-1/02-2026/0249(R)-(S),9/2/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""32"", ""bilik"": ""3"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 440, ""hargaMin"": ""300,000.00"", ""hargaMax"": ""300,000.00"", ""peratus"": ""82.64"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""38"", ""bilik"": ""3, 4, 5"", ""tandas"": ""2, 4, 6"", ""keluasan"": ""0"", ""unit"": 435, ""hargaMin"": ""546,000.00"", ""hargaMax"": ""2,500,000.00"", ""peratus"": ""75.15"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","3, 4, 5","2, 4, 6",0 mps,875
https://hims.kpkt.gov.my/files/19765/19765-2/IKLAN_BROSUR_01.pdf,19765-2,"[{""src"": ""https://hims.kpkt.gov.my/files/19765/19765-2/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""19765-2/04-2026/0410(A)-(S)"", ""mula"": ""05 Apr 2023"", ""tamat"": ""04 Apr 2026"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""19765-2/04-2026/0410(N)-(S)"", ""mula"": ""05 Apr 2023"", ""tamat"": ""04 Apr 2026"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.228463,101.669636,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI LEGENDA 99,"Block F-05-07, Starparc Point, Jalan Taman Ibu Kota, Setapak, 53300, Kuala Lumpur, Wp Kuala Lumpur","No.1, Jalan 2/3a, Pusat Bandar Utara, Km 12, Jalan Ipoh, 68100, Kuala Lumpur, Wp Kuala Lumpur",www.jl99group.com.my,2,jlgroupsdnbhd@gmail.com,19765,19765/09-2027/1035(A),19/9/2027,20/9/2022,,INTER SKY DEVELOPMENT SDN. BHD.,Aktif,0361381899,0133026104,Jadual H,Ya,28-Jun-28,28-Dec-26,28-Dec-23,36 Bulan,54 Bulan,18 Bulan,Kuala Lumpur,19765-2,Residensi Legenda 99,Wp Kuala Lumpur,5/4/2023,19765-2/04-2026/0410(A)-(S),4/4/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""57"", ""bilik"": ""2, 3, 4"", ""tandas"": ""2, 3"", ""keluasan"": ""0"", ""unit"": 687, ""hargaMin"": ""597,685.00"", ""hargaMax"": ""5,112,359.00"", ""peratus"": ""20.52"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""51"", ""bilik"": ""2, 3, 4"", ""tandas"": ""2, 3"", ""keluasan"": ""0"", ""unit"": 527, ""hargaMin"": ""597,056.00"", ""hargaMax"": ""962,943.00"", ""peratus"": ""20.60"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","2, 3, 4","2, 3",0 mps,1214
https://hims.kpkt.gov.my/files/30016/P45/P45-20250109-00014498/IKLAN_BROSUR_01.pdf,30016-1,"[{""src"": ""https://hims.kpkt.gov.my/files/30016/P45/P45-20250109-00014498/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30016-1/06-2026/0717(A)-(S)"", ""mula"": ""19 Jun 2023"", ""tamat"": ""18 Jun 2026"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""30016-1/06-2026/0717(N)-(S)"", ""mula"": ""19 Jun 2023"", ""tamat"": ""18 Jun 2026"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.130401,101.679514,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI LENTERA BANGSAR,"Level 15-2, Bangunan Faber Imperial Court, Jalan Sultan Ismail, 50250, Wp Kuala Lumpur","Lot 11-2a Wisma Mont Kiara, 1 Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur, Wp Kuala Lumpur",,1,jrdchang@gmail.com,30016,30016/03-2027/0015(A),10/3/2027,11/3/2022,,BANGSAR RISING SDN. BHD.,Aktif,0364135948,,Jadual H,Ya,28-Feb-27,28-Aug-26,28-Aug-23,36 Bulan,42 Bulan,6 Bulan,Kuala Lumpur,30016-1,Residensi Lentera Bangsar,Wp Kuala Lumpur,19/6/2023,30016-1/06-2026/0717(A)-(S),18/6/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Suite"", ""tingkat"": ""23"", ""bilik"": ""1, 2, 3"", ""tandas"": ""1, 2, 3"", ""keluasan"": ""0"", ""unit"": 180, ""hargaMin"": ""824,000.00"", ""hargaMax"": ""1,596,000.00"", ""peratus"": ""57.83"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","1, 2, 3","1, 2, 3",0 mps,180
https://hims.kpkt.gov.my/files/30641/30641-1/IKLAN_BROSUR_01.pdf,30641-1,"[{""src"": ""https://hims.kpkt.gov.my/files/30641/30641-1/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30641-1/08-2027/0692(A)-(S)"", ""mula"": ""02 Aug 2024"", ""tamat"": ""01 Aug 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""30641-1/08-2027/0692(N)-(S)"", ""mula"": ""02 Aug 2024"", ""tamat"": ""01 Aug 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.16719,101.711039,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI LOFTHILL,"No 2, Jalan Foo Eng Lin, Taman Hoover, 31650, Kinta, Perak","D-33-03, Megan Legasi @ Millerz Square, No. 357, Jalan Kelang Lama, 58000, Kuala Lumpur, Wp Kuala Lumpur",,1,rajauda2.dev@gmail.com,30641,30641/12-2028/0316(A),11/12/2028,12/12/2023,,LOFTHILL DEVELOPMENT SDN. BHD.,Aktif,0327792566,,Jadual H,Ya,27-Aug-28,27-Aug-27,27-Aug-24,36 Bulan,48 Bulan,12 Bulan,Kuala Lumpur,30641-1,Residensi Lofthill,Wp Kuala Lumpur,2/8/2024,30641-1/08-2027/0692(A)-(S),1/8/2027,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""51"", ""bilik"": ""2"", ""tandas"": ""1, 2"", ""keluasan"": ""0"", ""unit"": 653, ""hargaMin"": ""865,000.00"", ""hargaMax"": ""2,875,500.00"", ""peratus"": ""22.00"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]",2,"1, 2",0 mps,653
https://hims.kpkt.gov.my/files/19228/P45/P45-20250226-00015084/IKLAN_BROSUR_01.pdf,19228-2,"[{""src"": ""https://hims.kpkt.gov.my/files/19228/P45/P45-20250226-00015084/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""19228-2/02-2025/0234(R)-(S)"", ""mula"": ""22 Feb 2024"", ""tamat"": ""21 Feb 2025"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""19228-2/02-2024/0433(R)-(S)"", ""mula"": ""22 Feb 2023"", ""tamat"": ""21 Feb 2024"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""19228-2/02-2023/01348(P)"", ""mula"": ""22 Feb 2022"", ""tamat"": ""21 Feb 2023"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""19228-2/01-2022/62(P)"", ""mula"": ""22 Jan 2020"", ""tamat"": ""21 Jan 2022"", ""tempoh"": ""24 bulan"", ""is_latest"": false, ""status"": ""Tamat""}]",3.203113,101.690655,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI M ARISA PELANGI,"Penthouse Suite 1, Wisma Mah Sing, No.163 Jalan Sungai Besi, 57100, Kuala Lumpur, Wp Kuala Lumpur","Penthouse Suite 2, Wisma Mah Sing, No. 163, Jalan Sungai Besi, 57100, Kuala Lumpur, Wp Kuala Lumpur",,2,cy.wong@mahsing.com.my,19228,19228/02-2028/0419(R),21/2/2028,22/2/2023,,COSMOWEALTH HOUSING DEVELOPMENT SDN. BHD.,Aktif,60392216888,,Jadual H,Ya,28-Jun-25,28-Jan-23,28-Jan-20,36 Bulan,65 Bulan,29 Bulan,Kuala Lumpur,19228-2,Residensi M Arisa Pelangi,Wp Kuala Lumpur,22/2/2025,19228-2/02-2026/0253(R)-(S),21/2/2026,Siap Dengan CCC,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""57"", ""bilik"": 0, ""tandas"": 0, ""keluasan"": ""0 - 878"", ""unit"": 799, ""hargaMin"": ""321,100.00"", ""hargaMax"": ""819,000.00"", ""peratus"": ""100.00"", ""komponen"": ""Siap Dengan CCC"", ""ccc"": ""26/03/2025"", ""vp"": ""-""}, {""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""57"", ""bilik"": 0, ""tandas"": 0, ""keluasan"": ""0 - 878"", ""unit"": 799, ""hargaMin"": ""315,000.00"", ""hargaMax"": ""919,000.00"", ""peratus"": ""100.00"", ""komponen"": ""Siap Dengan CCC"", ""ccc"": ""26/03/2025"", ""vp"": ""-""}]",0,0,0ï¿½878 mps,1598
https://hims.kpkt.gov.my/files/5911/P45/P45-20250109-00014500/IKLAN_BROSUR_01.pdf,5911-33,"[{""src"": ""https://hims.kpkt.gov.my/files/5911/P45/P45-20250109-00014500/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""5911-33/08-2027/0768(N)-(S)"", ""mula"": ""27 Aug 2024"", ""tamat"": ""26 Aug 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}]",3.099989,101.693786,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI M ASPIRA,"Wisma Mah Sing, Penthouse Suite 1, No. 163, Jalan Sungai Besi, 57100, Kuala Lumpur, Wp Kuala Lumpur","Penthouse Suite 2, Wisma Mah Sing, No.163, Jalan Sungai Besi, 57100, Kuala Lumpur, Wp Kuala Lumpur",,33,cy.wong@mahsing.com.my,5911,5911/09-2027/1524(A),26/9/2027,27/9/2022,,MAH SING PROPERTIES SDN. BHD.,Aktif,0392216888,0392216888,Jadual H,Ya,20-Nov-29,20-Jan-28,20-Jan-25,36 Bulan,58 Bulan,22 Bulan,Kuala Lumpur,5911-33,Residensi M Aspira,Wp Kuala Lumpur,27/8/2024,5911-33/08-2027/0768(A)-(S),26/8/2027,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""66"", ""bilik"": ""2, 3, 4, 5"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 686, ""hargaMin"": ""624,960.00"", ""hargaMax"": ""920,160.00"", ""peratus"": ""10.40"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""68"", ""bilik"": ""2, 3, 4"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 932, ""hargaMin"": ""632,160.00"", ""hargaMax"": ""983,760.00"", ""peratus"": ""12.50"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","2, 3, 4, 5",2,0 mps,1618
https://hims.kpkt.gov.my/files/10168/P45/temp-P45-20250923-8heg2tCdZg/IKLAN_BROSUR_01.pdf,10168-4,"[{""src"": ""https://hims.kpkt.gov.my/files/10168/P45/temp-P45-20250923-8heg2tCdZg/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""10168-4/11-2025/0341(N)-(S)"", ""mula"": ""17 Nov 2022"", ""tamat"": ""16 Nov 2025"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tamat""}]",3.198471,101.724616,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI M ASTRA,"Penthouse Suite 1,, Wisma Mah Sing, 163,jalan Sungai Besi, 57100, Kuala Lumpur, Wp Kuala Lumpur","Penthouse Suite 2, Wisma Mah Sing, No.163,jalan Sungai Besi, 57100, Kuala Lumpur, Wp Kuala Lumpur",www.mahsing.com.my,4,cy.wong@mahsing.com.my,10168,10168/01-2027/1054(A),9/1/2027,10/1/2017,,NOVA CENTURY DEVELOPMENT SDN. BHD.,Aktif,0392218888,,Jadual H,Ya,18-Jun-27,18-Dec-25,18-Dec-22,36 Bulan,54 Bulan,18 Bulan,Kuala Lumpur,10168-4,Residensi M Astra,Wp Kuala Lumpur,17/11/2025,10168-4/11-2026/0861(R)-(S),16/11/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Suite"", ""tingkat"": ""39"", ""bilik"": ""3, 4"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 620, ""hargaMin"": ""558,960.00"", ""hargaMax"": ""708,960.00"", ""peratus"": ""74.88"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Pangsapuri Suite"", ""tingkat"": ""39"", ""bilik"": ""2, 3, 4"", ""tandas"": ""2"", ""keluasan"": ""0"", ""unit"": 806, ""hargaMin"": ""552,960.00"", ""hargaMax"": ""737,760.00"", ""peratus"": ""74.55"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","3, 4",2,0 mps,1426
https://hims.kpkt.gov.my/files/30834/P45/P45-20250520-00016020/IKLAN_BROSUR_01.pdf,30834-1,"[{""src"": ""https://hims.kpkt.gov.my/files/30834/P45/P45-20250520-00016020/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30834-1/08-2027/0769(A)-(S)"", ""mula"": ""27 Aug 2024"", ""tamat"": ""26 Aug 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""30834-1/08-2027/0769(N)-(S)"", ""mula"": ""27 Aug 2024"", ""tamat"": ""26 Aug 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.186907,101.734,"Kuala Lumpur, WP Kuala Lumpur",RESIDENSI M AZURA,"Wisma Mah Sing, Penthouse Suite 1, No.163,jalan Sungai Besi,kuala Lumpur, 57100, Kuala Lumpur, Wp Kuala Lumpur","Penthouse Suite 2, Wisma Mah Sing, No. 163, Jalan Sungai Besi, 57100, Kuala Lumpur, Wp Kuala Lumpur",www.mahsing.com.my,1,cy.wong@mahsing.com.my,30834,30834/08-2029/0176(A),13/8/2029,14/8/2024,,M AZURA  SDN. BHD.,Aktif,60392216888,,Jadual H,Ya,14-Nov-28,14-Nov-27,14-Nov-24,36 Bulan,48 Bulan,12 Bulan,Kuala Lumpur,30834-1,Residensi M Azura,Wp Kuala Lumpur,27/8/2024,30834-1/08-2027/0769(A)-(S),26/8/2027,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""30"", ""bilik"": ""1, 2, 3, 4"", ""tandas"": ""1, 2"", ""keluasan"": ""0"", ""unit"": 570, ""hargaMin"": ""534,960.00"", ""hargaMax"": ""800,160.00"", ""peratus"": ""20.00"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""30"", ""bilik"": ""1, 2, 3, 4"", ""tandas"": ""1, 2, 3"", ""keluasan"": ""0"", ""unit"": 570, ""hargaMin"": ""534,960.00"", ""hargaMax"": ""800,160.00"", ""peratus"": ""20.00"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","1, 2, 3, 4","1, 2, 3",0 mps,1140
